Time,Symbol,Side,Price,Qty,Route,Broker,Account,Type,Cloid,Liq,ECNFee,P / L,SecType,LiqType,Value,P/L R,
07:34:34,EVAX,B,6.66,3,ARCA,ARCX,14540,Margin,V2501240022020,-,0,0.00,Equity/ETF,RBD,19.98,,
07:51:12,ALUR,S,17.9,2,ARCA,ARCX,14540,Margin,V2501240025028,-,0,0.14,Equity/ETF,ARE,35.8,,
08:54:12,ALUR,S,19.69,4,ARCA,ARCX,14540,Margin,V2501240034298,-,0,4.29,Equity/ETF,ARE,78.76,,
08:29:12,ELAB,B,4,9,ARCA,ARCX,14540,Margin,V2501240030858,-,0,0.00,Equity/ETF,RBD,36,,
12:04:21,NVNI,S,4.89,7,ARCA,ARCX,14540,Margin,V2501240060186,-,0,-0.63,Equity/ETF,RR,34.23,,
07:27:13,EVAX,S,6.87,2,ARCA,ARCX,14540,Margin,V2501240020903,-,0,0.18,Equity/ETF,ARE,13.74,,
06:55:48,ALUR,B,7.68,2,ARCA,ARCX,14540,Margin,V2501240013708,-,0,0.00,Equity/ETF,RBD,15.36,,
07:48:14,ALUR,S,15.05,6,ARCA,ARCX,14540,Margin,V2501240024341,-,0,2.28,Equity/ETF,ARE,90.3,,
07:22:05,EVAX,S,6.93,4,ARCA,ARCX,14540,Margin,V2501240019776,-,0,-2.16,Equity/ETF,X,27.72,,
07:22:05,EVAX,S,6.93,1,ARCA,ARCX,14540,Margin,V2501240019776,-,0,-0.54,Equity/ETF,RR,6.93,,
07:06:23,ALUR,S,9.75,5,ARCA,ARCX,14540,Margin,V2501240016310,-,0,-0.62,Equity/ETF,RR,48.75,,
12:04:06,NVNI,B,4.98,7,ARCA,ARCX,14540,Margin,V2501240060163,-,0,0.00,Equity/ETF,RBD,34.86,,
12:11:41,NVNI,B,5.78,3,ARCA,ARCX,14540,Margin,V2501240060827,-,0,0.00,Equity/ETF,RBD,17.34,,
12:03:42,NVNI,S,4.9,7,ARCA,ARCX,14540,Margin,V2501240060143,-,0,-0.07,Equity/ETF,RR,34.3,,
08:54:05,ALUR,B,19.09,2,ARCA,ARCX,14540,Margin,V2501240034265,-,0,0.00,Equity/ETF,RR,38.18,,
12:11:35,NVNI,S,5.68,6,ARCA,ARCX,14540,Margin,V2501240060816,-,0,0.06,Equity/ETF,ARE,34.08,,
12:11:21,NVNI,B,5.7,3,ARCA,ARCX,14540,Margin,V2501240060804,-,0,0.00,Equity/ETF,RR,17.1,,
07:39:12,ALUR,S,12.2,7,ARCA,ARCX,14540,Margin,V2501240022484,-,0,3.89,Equity/ETF,ARE,85.4,,
12:11:16,NVNI,B,5.64,3,ARCA,ARCX,14540,Margin,V2501240060799,-,0,0.00,Equity/ETF,RR,16.92,,
09:16:49,NVNI,S,2.34,7,ARCA,ARCX,14540,Margin,V2501240037094,-,0,0.32,Equity/ETF,RR,16.38,,
08:32:39,ELAB,S,4.6,8,ARCA,ARCX,14540,Margin,V2501240031406,-,0,0.88,Equity/ETF,X,36.8,,
12:03:35,NVNI,B,4.91,7,ARCA,ARCX,14540,Margin,V2501240060136,-,0,0.00,Equity/ETF,RR,34.37,,
09:16:42,NVNI,B,2.295,7,ARCA,ARCX,14540,Margin,V2501240037087,-,0,0.00,Equity/ETF,RBD,16.065,,
08:42:47,ELAB,S,4.17,4,ARCA,ARCX,14540,Margin,V2501240032755,-,0,-0.60,Equity/ETF,RR,16.68,,
07:39:09,ALUR,S,11.89,7,ARCA,ARCX,14540,Margin,V2501240022458,-,0,1.73,Equity/ETF,ARE,83.23,,
09:16:03,NVNI,S,2.26,7,ARCA,ARCX,14540,Margin,V2501240037060,-,0,-0.28,Equity/ETF,RR,15.82,,
10:07:46,NVNI,S,3.7,5,ARCA,ARCX,14540,Margin,V2501240046400,-,0,-0.65,Equity/ETF,RR,18.5,,
09:15:54,NVNI,B,2.3,7,ARCA,ARCX,14540,Margin,V2501240037043,-,0,0.00,Equity/ETF,RR,16.1,,
07:00:10,OST,S,3.52,5,ARCA,ARCX,14540,Margin,V2501240014363,-,0,-2.30,Equity/ETF,X,17.6,,
07:00:09,OST,S,3.65,4,ARCA,ARCX,14540,Margin,V2501240014355,-,0,-1.32,Equity/ETF,ARE,14.6,,
12:03:02,NEUP,S,11.41,3,ARCA,ARCX,14540,Margin,V2501240060078,-,0,-2.49,Equity/ETF,RBD,34.23,,
07:06:05,ALUR,S,9.84,4,ARCA,ARCX,14540,Margin,V2501240016215,-,0,-0.14,Equity/ETF,ARE,39.36,,
08:25:54,ELAB,B,3.6,4,ARCA,ARCX,14540,Margin,V2501240030184,-,0,0.00,Equity/ETF,ARE,14.4,,
12:02:58,NEUP,B,12.24,3,ARCA,ARCX,14540,Margin,V2501240060067,-,0,0.00,Equity/ETF,RR,36.72,,
07:26:34,EVAX,S,6.57,1,ARCA,ARCX,14540,Margin,V2501240020791,-,0,-0.21,Equity/ETF,ARE,6.57,,
07:04:26,ALUR,B,9.49,4,ARCA,ARCX,14540,Margin,V2501240015579,-,0,0.00,Equity/ETF,RR,37.96,,
07:06:04,ALUR,S,9.87,8,ARCA,ARCX,14540,Margin,V2501240016205,-,0,-0.03,Equity/ETF,ARE,78.96,,
07:07:41,ALUR,B,10.18,2,ARCA,ARCX,14540,Margin,V2501240016700,-,0,0.00,Equity/ETF,RBD,20.36,,
07:07:41,ALUR,B,10.18,6,ARCA,ARCX,14540,Margin,V2501240016700,-,0,0.00,Equity/ETF,RBD,61.08,,
07:50:35,ALUR,B,17.83,2,ARCA,ARCX,14540,Margin,V2501240024891,-,0,0.00,Equity/ETF,X,35.66,,
11:20:19,GOEV,S,0.7238,20,ARCA,VLCT,14540,Margin,V2501240055639,-,0,-2.75,Equity/ETF,,14.476,,
07:48:08,ALUR,B,14.67,4,ARCA,ARCX,14540,Margin,V2501240024266,-,0,0.00,Equity/ETF,RBD,58.68,,
07:48:08,ALUR,B,14.67,2,ARCA,ARCX,14540,Margin,V2501240024266,-,0,0.00,Equity/ETF,RBD,29.34,,
07:39:05,ALUR,B,11.77,6,ARCA,ARCX,14540,Margin,V2501240022433,-,0,0.00,Equity/ETF,RR,70.62,,
07:39:05,ALUR,B,11.75,1,ARCA,ARCX,14540,Margin,V2501240022433,-,0,0.00,Equity/ETF,RBD,11.75,,
10:07:04,NVNI,B,3.83,5,ARCA,ARCX,14540,Margin,V2501240046302,-,0,0.00,Equity/ETF,RR,19.15,,
07:53:33,ALUR,B,16.87,1,ARCA,ARCX,14540,Margin,V2501240025491,-,0,0.00,Equity/ETF,X,16.87,,
08:41:52,ELAB,B,4.32,4,ARCA,ARCX,14540,Margin,V2501240032653,-,0,0.00,Equity/ETF,RR,17.28,,
07:33:19,ALUR,S,11.05,2,ARCA,ARCX,14540,Margin,V2501240021856,-,0,-0.08,Equity/ETF,AREI,22.1,,
06:59:38,OST,B,3.98,9,ARCA,ARCX,14540,Margin,V2501240014261,-,0,0.00,Equity/ETF,RBD,35.82,,
08:53:46,ALUR,S,18.61,2,ARCA,ARCX,14540,Margin,V2501240034157,-,0,0.93,Equity/ETF,ARE,37.22,,
07:40:39,ALUR,S,14.2,6,ARCA,ARCX,14540,Margin,V2501240022848,-,0,3.78,Equity/ETF,ARE,85.2,,
07:09:45,ALUR,S,11.34,6,ARCA,ARCX,14540,Margin,V2501240017173,-,0,4.57,Equity/ETF,ARE,68.04,,
07:05:49,ALUR,B,9.94,9,ARCA,ARCX,14540,Margin,V2501240016113,-,0,0.00,Equity/ETF,RBD,89.46,,
08:32:05,ELAB,B,4.49,8,ARCA,ARCX,14540,Margin,V2501240031302,-,0,0.00,Equity/ETF,RR,35.92,,
09:13:29,ELAB,S,4.56,4,ARCA,ARCX,14540,Margin,V2501240036849,-,0,0.16,Equity/ETF,ARE,18.24,,
06:37:52,ALUR,S,7.69,10,ARCA,ARCX,14540,Margin,V2501240012418,-,0,0.40,Equity/ETF,ARE,76.9,,
10:06:23,NVNI,S,3.73,5,ARCA,ARCX,14540,Margin,V2501240046209,-,0,-0.25,Equity/ETF,RR,18.65,,
09:13:25,ELAB,B,4.52,4,ARCA,ARCX,14540,Margin,V2501240036839,-,0,0.00,Equity/ETF,RR,18.08,,
07:39:02,ALUR,B,11.52,7,ARCA,ARCX,14540,Margin,V2501240022411,-,0,0.00,Equity/ETF,RBD,80.64,,
07:04:05,ALUR,B,9.42,4,ARCA,ARCX,14540,Margin,V2501240015456,-,0,0.00,Equity/ETF,RR,37.68,,
10:06:12,NVNI,B,3.78,5,ARCA,ARCX,14540,Margin,V2501240046177,-,0,0.00,Equity/ETF,RR,18.9,,
11:18:38,GOEV,B,0.8613,20,NSDQ,XNAS,14540,Margin,V2501240055488,-,0,0.00,Equity/ETF,A,17.226,,
06:37:28,ALUR,B,7.65,5,ARCA,ARCX,14540,Margin,V2501240012389,-,0,0.00,Equity/ETF,RR,38.25,,
06:37:28,ALUR,B,7.65,5,ARCA,ARCX,14540,Margin,V2501240012388,-,0,0.00,Equity/ETF,RR,38.25,,
07:20:42,EVAX,B,7.47,5,ARCA,ARCX,14540,Margin,V2501240019448,-,0,0.00,Equity/ETF,RR,37.35,,
07:40:36,ALUR,B,13.67,3,ARCA,ARCX,14540,Margin,V2501240022828,-,0,0.00,Equity/ETF,RBD,41.01,,
07:32:52,ALUR,B,11.09,2,ARCA,ARCX,14540,Margin,V2501240021762,-,0,0.00,Equity/ETF,RBD,22.18,,
08:31:52,ELAB,S,4.48,6,ARCA,ARCX,14540,Margin,V2501240031247,-,0,0.25,Equity/ETF,AREI,26.88,,
08:31:52,ELAB,S,4.48,7,ARCA,ARCX,14540,Margin,V2501240031246,-,0,0.29,Equity/ETF,AREI,31.36,,
07:53:01,ALUR,B,17.94,1,ARCA,ARCX,14540,Margin,V2501240025384,-,0,0.00,Equity/ETF,RBD,17.94,,
12:08:57,NVNI,S,5.36,7,ARCA,ARCX,14540,Margin,V2501240060644,-,0,-1.68,Equity/ETF,RR,37.52,,
12:08:45,NVNI,B,5.6,7,ARCA,ARCX,14540,Margin,V2501240060637,-,0,0.00,Equity/ETF,RR,39.2,,
07:05:46,ALUR,B,9.92,4,ARCA,ARCX,14540,Margin,V2501240016071,-,0,0.00,Equity/ETF,RBD,39.68,,
08:31:47,ELAB,S,4.48,13,ARCA,ARCX,14540,Margin,V2501240031229,-,0,0.54,Equity/ETF,ARE,58.24,,
07:40:32,ALUR,B,13.47,3,ARCA,ARCX,14540,Margin,V2501240022809,-,0,0.00,Equity/ETF,RBD,40.41,,
08:31:43,ELAB,B,4.48,8,ARCA,ARCX,14540,Margin,V2501240031217,-,0,0.00,Equity/ETF,RR,35.84,,
08:40:03,ELAB,S,4.11,4,ARCA,ARCX,14540,Margin,V2501240032496,-,0,0.56,Equity/ETF,RR,16.44,,
06:51:52,ALUR,S,8.14,2,ARCA,ARCX,14540,Margin,V2501240013389,-,0,0.20,Equity/ETF,ARE,16.28,,
06:51:52,ALUR,S,8.14,1,ARCA,ARCX,14540,Margin,V2501240013389,-,0,0.10,Equity/ETF,ARE,8.14,,
07:07:17,ALUR,B,10.43,8,ARCA,ARCX,14540,Margin,V2501240016551,-,0,0.00,Equity/ETF,RR,83.44,,
07:05:42,ALUR,B,9.68,1,ARCA,ARCX,14540,Margin,V2501240016049,-,0,0.00,Equity/ETF,RR,9.68,,
07:05:42,ALUR,B,9.68,3,ARCA,ARCX,14540,Margin,V2501240016049,-,0,0.00,Equity/ETF,RR,29.04,,
07:56:40,ALUR,S,16.59,2,ARCA,ARCX,14540,Margin,V2501240025907,-,0,-1.63,Equity/ETF,RBD,33.18,,
07:03:55,ALUR,S,9.38,7,ARCA,CROX,14540,Margin,V2501240015365,-,0,1.44,Equity/ETF,99,65.66,,
12:08:14,NVNI,S,5.69,6,ARCA,ARCX,14540,Margin,V2501240060591,-,0,0.18,Equity/ETF,ARE,34.14,,
08:31:41,ELAB,B,4.46,9,ARCA,ARCX,14540,Margin,V2501240031206,-,0,0.00,Equity/ETF,X,40.14,,
07:01:24,ALUR,S,8.65,5,ARCA,ARCX,14540,Margin,V2501240014723,-,0,0.55,Equity/ETF,RBD,43.25,,
07:09:26,ALUR,S,10.72,6,ARCA,ARCX,14540,Margin,V2501240017068,-,0,0.85,Equity/ETF,ARE,64.32,,
06:51:37,ALUR,S,8.13,2,ARCA,ARCX,14540,Margin,V2501240013373,-,0,0.18,Equity/ETF,ARE,16.26,,
08:52:48,ALUR,B,18.37,2,ARCA,ARCX,14540,Margin,V2501240033983,-,0,0.00,Equity/ETF,RBD,36.74,,
07:01:15,ALUR,S,8.68,5,ARCA,ARCX,14540,Margin,V2501240014689,-,0,0.70,Equity/ETF,ARE,43.4,,
09:12:55,ELAB,S,4.6,8,ARCA,ARCX,14540,Margin,V2501240036711,-,0,-0.08,Equity/ETF,ARE,36.8,,
08:01:38,ELAB,S,2.88,6,ARCA,ARCX,14540,Margin,V2501240026617,-,0,0.72,Equity/ETF,AREI,17.28,,
08:31:29,ELAB,B,4.38,9,ARCA,ARCX,14540,Margin,V2501240031170,-,0,0.00,Equity/ETF,RR,39.42,,
08:01:35,ELAB,B,2.76,6,ARCA,ARCX,14540,Margin,V2501240026610,-,0,0.00,Equity/ETF,RR,16.56,,
07:09:21,ALUR,B,10.65,4,ARCA,ARCX,14540,Margin,V2501240017036,-,0,0.00,Equity/ETF,RR,42.6,,
07:03:52,ALUR,S,9.33,7,ARCA,ARCX,14540,Margin,V2501240015344,-,0,1.09,Equity/ETF,ARE,65.31,,
09:12:36,ELAB,B,4.67,4,ARCA,ARCX,14540,Margin,V2501240036669,-,0,0.00,Equity/ETF,RR,18.68,,
12:07:28,NVNI,B,5.66,6,ARCA,ARCX,14540,Margin,V2501240060507,-,0,0.00,Equity/ETF,RR,33.96,,
07:01:10,ALUR,S,8.69,10,ARCA,ARCX,14540,Margin,V2501240014682,-,0,1.50,Equity/ETF,ARE,86.9,,
08:31:14,ELAB,S,4.32,9,ARCA,ARCX,14540,Margin,V2501240031123,-,0,0.63,Equity/ETF,ARE,38.88,,
