Time,Symbol,Side,Price,Qty,Route,Cloid,ECNFee,P / L,SecType,LiqType,BP,Value,P/L R,Broker,Account,Type,
09:26:46,ADN,S,4.24,2362,SMRT,AUTO,0,-23.62,Equity/ETF,,9944.02,10014.9,,,TRIB14396,Margin,
09:26:24,ADN,B,4.25,2362,SMRT,AUTO,0,0.00,Equity/ETF,,-10038.5,10038.5,,,TRIB14396,Margin,
09:26:15,ADN,S,4.39,4531,SMRT,AUTO,0,-634.34,Equity/ETF,,17988.1,19891.1,,,TRIB14396,Margin,
09:26:06,ADN,B,4.53,4531,SMRT,AUTO,0,0.00,Equity/ETF,,-20525.4,20525.4,,,TRIB14396,Margin,
09:25:56,ADN,S,4.48,5734,SMRT,AUTO,0,169.00,Equity/ETF,,26195.3,25688.3,,,TRIB14396,Margin,
09:25:52,ADN,B,4.5,4552,SMRT,AUTO,0,0.00,Equity/ETF,,-20484,20484,,,TRIB14396,Margin,
09:25:31,ADN,B,4.26,1182,SMRT,AUTO,0,0.00,Equity/ETF,,-5035.32,5035.32,,,TRIB14396,Margin,
09:05:13,ADN,B,3.97,4942,SMRT,AUTO,0,0.00,Equity/ETF,,-19619.7,19619.7,,,TRIB14396,Margin,
07:31:35,STAF,S,3.47,713,SMRT,AUTO,0,249.55,Equity/ETF,,3222.76,2474.11,,,TRIB14396,Margin,
07:31:32,STAF,S,3.35,2851,SMRT,AUTO,0,655.73,Equity/ETF,,11518,9550.85,,,TRIB14396,Margin,
08:03:08,ADN,S,2.62,2840,SMRT,AUTO,0,-1562.00,Equity/ETF,,2754.8,7440.8,,,TRIB14396,Margin,
07:03:09,NLSP,S,6.12,1884,SMRT,AUTO,0,546.36,Equity/ETF,,13169.2,11530.1,,,TRIB14396,Margin,
08:49:46,ADN,S,3.61,1499,SMRT,AUTO,0,134.91,Equity/ETF,,5816.12,5411.39,,,TRIB14396,Margin,
08:49:45,ADN,S,3.61,499,SMRT,AUTO,0,44.91,Equity/ETF,,1936.12,1801.39,,,TRIB14396,Margin,
07:31:23,STAF,B,3.12,5703,SMRT,AUTO,0,0.00,Equity/ETF,,-17793.4,17793.4,,,TRIB14396,Margin,
