Time,Symbol,Side,Price,Qty,Route,Cloid,ECNFee,P / L,SecType,LiqType,BP,Value,P/L R,Broker,Account,Type,
06:05:48,RAY,B,2.06,3472,SMRT,AUTO,0,0.00,Equity/ETF,,-28609.3,7152.32,,,TRIB14396,Margin,
06:06:42,RAY,S,2.2,3472,SMRT,AUTO,0,486.08,Equity/ETF,,30553.6,7638.4,,,TRIB14396,Margin,
06:06:52,INTZ,S,2.43,3000,SMRT,AUTO,0,90.00,Equity/ETF,,29160,7290,,,TRIB14396,Margin,
06:12:20,INTZ,B,2.49,11583,SMRT,AUTO,0,0.00,Equity/ETF,,-115367,28841.7,,,TRIB14396,Margin,
06:14:55,INTZ,B,2.37,12145,SMRT,AUTO,0,0.00,Equity/ETF,,-115135,28783.7,,,TRIB14396,Margin,
06:18:46,INTZ,S,2.33,23728,SMRT,AUTO,0,-2339.08,Equity/ETF,,221145,55286.2,,,TRIB14396,Margin,
06:27:49,INTZ,B,2.47,11718,SMRT,AUTO,0,0.00,Equity/ETF,,-115774,28943.5,,,TRIB14396,Margin,
06:29:57,INTZ,S,2.52,11718,SMRT,AUTO,0,585.90,Equity/ETF,,118117,29529.4,,,TRIB14396,Margin,
06:36:03,INTZ,B,2.63,10989,SMRT,AUTO,0,0.00,Equity/ETF,,-115604,28901.1,,,TRIB14396,Margin,
06:37:16,INTZ,B,2.55,11278,SMRT,AUTO,0,0.00,Equity/ETF,,-115036,28758.9,,,TRIB14396,Margin,
06:38:03,INTZ,S,2.59,11133,SMRT,AUTO,0,5.78,Equity/ETF,,115338,28834.5,,,TRIB14396,Margin,
06:38:03,INTZ,S,2.59,11133,SMRT,AUTO,0,5.78,Equity/ETF,,115338,28834.5,,,TRIB14396,Margin,
06:39:08,INTZ,B,2.55,2830,SMRT,AUTO,0,0.00,Equity/ETF,,-28866,7216.5,,,TRIB14396,Margin,
06:39:18,INTZ,S,2.59,2831,SMRT,AUTO,0,113.20,Equity/ETF,,29329.2,7332.29,,,TRIB14396,Margin,
06:52:31,SRFM,B,7.1,1041,SMRT,AUTO,0,0.00,Equity/ETF,,-7391.1,7391.1,,,TRIB14396,Margin,
06:53:26,SRFM,B,6.74,1096,SMRT,AUTO,0,0.00,Equity/ETF,,-7387.04,7387.04,,,TRIB14396,Margin,
06:54:07,SRFM,S,6.98,1068,SMRT,AUTO,0,69.03,Equity/ETF,,7661.72,7454.64,,,TRIB14396,Margin,
06:54:28,SRFM,S,7,1069,SMRT,AUTO,0,90.47,Equity/ETF,,7754.42,7483,,,TRIB14396,Margin,
06:58:08,SRFM,B,8,925,SMRT,AUTO,0,0.00,Equity/ETF,,-7400,7400,,,TRIB14396,Margin,
06:59:00,SRFM,B,7.46,992,SMRT,AUTO,0,0.00,Equity/ETF,,-7400.32,7400.32,,,TRIB14396,Margin,
07:01:46,SRFM,B,6.7,4437,SMRT,AUTO,0,0.00,Equity/ETF,,-29727.9,29727.9,,,TRIB14396,Margin,
07:15:28,WIMI,B,1.99,14492,SMRT,AUTO,0,0.00,Equity/ETF,,-28839.1,28839.1,,,TRIB14396,Margin,
07:15:58,WIMI,B,1.94,14705,SMRT,AUTO,0,0.00,Equity/ETF,,-28527.7,28527.7,,,TRIB14396,Margin,
07:16:18,WIMI,S,1.98,14598,SMRT,AUTO,0,221.63,Equity/ETF,,29568.9,28904,,,TRIB14396,Margin,
07:16:25,WIMI,S,2.05,7299,SMRT,AUTO,0,621.75,Equity/ETF,,16828.2,14962.9,,,TRIB14396,Margin,
07:16:30,WIMI,S,2.04,3650,SMRT,AUTO,0,274.42,Equity/ETF,,8269.25,7446,,,TRIB14396,Margin,
07:16:31,WIMI,S,2.01,1825,SMRT,AUTO,0,82.46,Equity/ETF,,3915.62,3668.25,,,TRIB14396,Margin,
07:17:04,WIMI,S,1.98,1825,SMRT,AUTO,0,27.71,Equity/ETF,,3696.62,3613.5,,,TRIB14396,Margin,
07:17:16,SRFM,B,6.7,4411,SMRT,AUTO,0,0.00,Equity/ETF,,-29553.7,29553.7,,,TRIB14396,Margin,
07:21:06,WIMI,B,2.22,12875,SMRT,AUTO,0,0.00,Equity/ETF,,-28582.5,28582.5,,,TRIB14396,Margin,
07:21:14,WIMI,B,2.15,13333,SMRT,AUTO,0,0.00,Equity/ETF,,-28666,28665.9,,,TRIB14396,Margin,
07:21:35,WIMI,S,2.19,13104,SMRT,AUTO,0,73.54,Equity/ETF,,28918.4,28697.8,,,TRIB14396,Margin,
07:21:40,WIMI,S,2.2,6552,SMRT,AUTO,0,102.29,Equity/ETF,,14721.3,14414.4,,,TRIB14396,Margin,
07:22:27,WIMI,B,2.11,13574,SMRT,AUTO,0,0.00,Equity/ETF,,-28641.1,28641.1,,,TRIB14396,Margin,
07:22:34,WIMI,S,2.16,10063,SMRT,AUTO,0,259.45,Equity/ETF,,22514.4,21736.1,,,TRIB14396,Margin,
07:22:45,WIMI,S,2.15,5031,SMRT,AUTO,0,79.40,Equity/ETF,,11054.9,10816.6,,,TRIB14396,Margin,
07:22:49,WIMI,S,2.15,5032,SMRT,AUTO,0,79.42,Equity/ETF,,11057.1,10818.8,,,TRIB14396,Margin,
07:23:34,WIMI,B,2.29,12605,SMRT,AUTO,0,0.00,Equity/ETF,,-28865.5,28865.5,,,TRIB14396,Margin,
07:23:37,WIMI,B,2.3,12552,SMRT,AUTO,0,0.00,Equity/ETF,,-28869.6,28869.6,,,TRIB14396,Margin,
07:24:02,WIMI,B,2.23,6465,SMRT,AUTO,0,0.00,Equity/ETF,,-14417,14417,,,TRIB14396,Margin,
07:24:22,WIMI,S,2.3,15811,SMRT,AUTO,0,289.30,Equity/ETF,,37233.2,36365.3,,,TRIB14396,Margin,
07:24:40,WIMI,S,2.31,7905,SMRT,AUTO,0,223.69,Equity/ETF,,18931.6,18260.5,,,TRIB14396,Margin,
07:24:49,WIMI,S,2.3,7906,SMRT,AUTO,0,144.66,Equity/ETF,,18617.8,18183.8,,,TRIB14396,Margin,
07:26:22,WIMI,B,2.37,12145,SMRT,AUTO,0,0.00,Equity/ETF,,-28783.7,28783.7,,,TRIB14396,Margin,
07:26:37,WIMI,B,2.38,12096,SMRT,AUTO,0,0.00,Equity/ETF,,-28788.5,28788.5,,,TRIB14396,Margin,
07:27:09,SRFM,S,6.8,10765,SMRT,AUTO,0,-879.92,Equity/ETF,,70562.2,73202,,,TRIB14396,Margin,
07:27:18,WIMI,S,2.38,12120,SMRT,AUTO,0,60.72,Equity/ETF,,29027.8,28845.6,,,TRIB14396,Margin,
07:28:10,WIMI,S,2.48,6060,SMRT,AUTO,0,636.36,Equity/ETF,,16937.9,15028.8,,,TRIB14396,Margin,
07:28:16,WIMI,S,2.48,3030,SMRT,AUTO,0,318.18,Equity/ETF,,8468.94,7514.4,,,TRIB14396,Margin,
07:28:19,WIMI,S,2.49,1515,SMRT,AUTO,0,174.24,Equity/ETF,,4295.07,3772.35,,,TRIB14396,Margin,
07:32:48,WIMI,S,2.34,1516,SMRT,AUTO,0,-53.04,Equity/ETF,,3388.31,3547.44,,,TRIB14396,Margin,
07:36:05,SRFM,B,7.43,3984,SMRT,AUTO,0,0.00,Equity/ETF,,-29601.1,29601.1,,,TRIB14396,Margin,
07:36:14,SRFM,B,7.14,4143,SMRT,AUTO,0,0.00,Equity/ETF,,-29581,29581,,,TRIB14396,Margin,
07:37:48,WIMI,B,2.34,3073,SMRT,AUTO,0,0.00,Equity/ETF,,-7190.82,7190.82,,,TRIB14396,Margin,
07:40:47,WIMI,S,2.28,3073,SMRT,AUTO,0,-184.38,Equity/ETF,,6453.3,7006.44,,,TRIB14396,Margin,
07:41:54,WIMI,B,2.19,3275,SMRT,AUTO,0,0.00,Equity/ETF,,-7172.25,7172.25,,,TRIB14396,Margin,
07:46:07,WIMI,B,2.31,6198,SMRT,AUTO,0,0.00,Equity/ETF,,-14317.4,14317.4,,,TRIB14396,Margin,
07:46:21,WIMI,S,2.32,4736,SMRT,AUTO,0,243.84,Equity/ETF,,11719,10987.5,,,TRIB14396,Margin,
07:46:27,WIMI,S,2.32,2368,SMRT,AUTO,0,121.92,Equity/ETF,,5859.52,5493.76,,,TRIB14396,Margin,
07:46:28,WIMI,S,2.33,1184,SMRT,AUTO,0,72.80,Equity/ETF,,2977.12,2758.72,,,TRIB14396,Margin,
07:46:34,WIMI,S,2.32,1185,SMRT,AUTO,0,61.01,Equity/ETF,,2932.23,2749.2,,,TRIB14396,Margin,
07:55:51,SRFM,S,7.29,8127,SMRT,AUTO,0,63.69,Equity/ETF,,59436.9,59245.8,,,TRIB14396,Margin,
08:04:33,MYSZ,B,7.15,4143,SMRT,AUTO,0,0.00,Equity/ETF,,-29622.5,29622.5,,,TRIB14396,Margin,
08:04:42,MYSZ,S,7.31,2071,SMRT,AUTO,0,331.36,Equity/ETF,,16133.1,15139,,,TRIB14396,Margin,
08:04:50,MYSZ,B,7.73,3826,SMRT,AUTO,0,0.00,Equity/ETF,,-29575,29575,,,TRIB14396,Margin,
08:04:53,MYSZ,B,7.91,3740,SMRT,AUTO,0,0.00,Equity/ETF,,-29583.4,29583.4,,,TRIB14396,Margin,
08:05:27,MYSZ,S,8.16,4819,SMRT,AUTO,0,2336.45,Equity/ETF,,46332.4,39323,,,TRIB14396,Margin,
08:05:32,MYSZ,S,8.19,2409,SMRT,AUTO,0,1240.25,Equity/ETF,,23450.5,19729.7,,,TRIB14396,Margin,
08:05:33,MYSZ,S,8.84,1205,SMRT,AUTO,0,1403.63,Equity/ETF,,14863.1,10652.2,,,TRIB14396,Margin,
08:05:36,MYSZ,S,8.76,1205,SMRT,AUTO,0,1307.23,Equity/ETF,,14477.5,10555.8,,,TRIB14396,Margin,
08:05:51,MYSZ,B,9.38,3144,SMRT,AUTO,0,0.00,Equity/ETF,,-29490.7,29490.7,,,TRIB14396,Margin,
08:05:59,MYSZ,B,8.91,3325,SMRT,AUTO,0,0.00,Equity/ETF,,-29625.8,29625.8,,,TRIB14396,Margin,
08:06:17,MYSZ,B,8.53,3472,SMRT,AUTO,0,0.00,Equity/ETF,,-29616.2,29616.2,,,TRIB14396,Margin,
08:06:45,MYSZ,S,8.6,4970,SMRT,AUTO,0,-1619.85,Equity/ETF,,37882.4,42742,,,TRIB14396,Margin,
08:06:46,MYSZ,S,8.53,2485,SMRT,AUTO,0,-983.88,Equity/ETF,,18245.4,21197,,,TRIB14396,Margin,
08:06:47,MYSZ,S,8.51,1243,SMRT,AUTO,0,-517.00,Equity/ETF,,9026.94,10577.9,,,TRIB14396,Margin,
08:06:48,MYSZ,S,8.54,1243,SMRT,AUTO,0,-479.71,Equity/ETF,,9176.1,10615.2,,,TRIB14396,Margin,
08:07:45,MYSZ,B,9.17,3236,SMRT,AUTO,0,0.00,Equity/ETF,,-29674.1,29674.1,,,TRIB14396,Margin,
08:07:48,MYSZ,S,9.27,3236,SMRT,AUTO,0,323.60,Equity/ETF,,30968.5,29997.7,,,TRIB14396,Margin,
08:08:31,MYSZ,B,9.42,3147,SMRT,AUTO,0,0.00,Equity/ETF,,-29644.7,29644.7,,,TRIB14396,Margin,
08:08:36,MYSZ,B,8.92,3325,SMRT,AUTO,0,0.00,Equity/ETF,,-29659,29659,,,TRIB14396,Margin,
08:09:13,MYSZ,B,8.84,3389,SMRT,AUTO,0,0.00,Equity/ETF,,-29958.8,29958.8,,,TRIB14396,Margin,
08:10:00,MYSZ,B,8.61,1722,SMRT,AUTO,0,0.00,Equity/ETF,,-14826.4,14826.4,,,TRIB14396,Margin,
08:10:14,MYSZ,S,9.06,5791,SMRT,AUTO,0,426.49,Equity/ETF,,53745.9,52466.5,,,TRIB14396,Margin,
08:10:38,MYSZ,B,8.83,3359,SMRT,AUTO,0,0.00,Equity/ETF,,-29660,29660,,,TRIB14396,Margin,
08:10:55,MYSZ,S,9.05,4575,SMRT,AUTO,0,553.75,Equity/ETF,,43065,41403.8,,,TRIB14396,Margin,
08:12:23,MYSZ,S,9.07,2288,SMRT,AUTO,0,322.70,Equity/ETF,,21720.3,20752.2,,,TRIB14396,Margin,
08:12:27,MYSZ,S,9.18,1144,SMRT,AUTO,0,287.19,Equity/ETF,,11363.5,10501.9,,,TRIB14396,Margin,
08:12:34,MYSZ,S,9.26,1144,SMRT,AUTO,0,378.71,Equity/ETF,,11729.6,10593.4,,,TRIB14396,Margin,
08:35:34,MYSZ,B,8.71,3397,SMRT,AUTO,0,0.00,Equity/ETF,,-29587.9,29587.9,,,TRIB14396,Margin,
08:36:27,MYSZ,S,8.31,3397,SMRT,AUTO,0,-1358.80,Equity/ETF,,24152.7,28229.1,,,TRIB14396,Margin,
08:37:00,MYSZ,B,8.36,3546,SMRT,AUTO,0,0.00,Equity/ETF,,-29644.6,29644.6,,,TRIB14396,Margin,
08:37:10,MYSZ,S,8.25,3546,SMRT,AUTO,0,-390.06,Equity/ETF,,28084.3,29254.5,,,TRIB14396,Margin,
08:43:28,MYSZ,B,8.5,3460,SMRT,AUTO,0,0.00,Equity/ETF,,-29410,29410,,,TRIB14396,Margin,
08:44:00,MYSZ,S,8.93,1730,SMRT,AUTO,0,743.90,Equity/ETF,,17680.6,15448.9,,,TRIB14396,Margin,
08:44:15,MYSZ,B,9.19,3243,SMRT,AUTO,0,0.00,Equity/ETF,,-29803.2,29803.2,,,TRIB14396,Margin,
08:44:22,MYSZ,S,9.32,2486,SMRT,AUTO,0,919.91,Equity/ETF,,25929.2,23169.5,,,TRIB14396,Margin,
08:44:37,MYSZ,S,9.12,1243,SMRT,AUTO,0,211.35,Equity/ETF,,11970.2,11336.2,,,TRIB14396,Margin,
08:44:47,MYSZ,S,8.89,1244,SMRT,AUTO,0,-74.59,Equity/ETF,,10835.4,11059.2,,,TRIB14396,Margin,
08:47:11,MYSZ,B,9,3296,SMRT,AUTO,0,0.00,Equity/ETF,,-29664,29664,,,TRIB14396,Margin,
08:47:11,MYSZ,B,9.05,3296,SMRT,AUTO,0,0.00,Equity/ETF,,-29828.8,29828.8,,,TRIB14396,Margin,
08:47:12,MYSZ,S,9.21,3296,SMRT,AUTO,0,609.76,Equity/ETF,,32185.4,30356.2,,,TRIB14396,Margin,
08:47:20,MYSZ,S,9.08,1648,SMRT,AUTO,0,90.64,Equity/ETF,,15235.8,14963.8,,,TRIB14396,Margin,
08:47:21,MYSZ,S,9.04,824,SMRT,AUTO,0,12.36,Equity/ETF,,7486.04,7448.96,,,TRIB14396,Margin,
08:47:33,MYSZ,S,9.51,412,SMRT,AUTO,0,199.82,Equity/ETF,,4517.58,3918.12,,,TRIB14396,Margin,
08:47:38,MYSZ,B,9.73,3064,SMRT,AUTO,0,0.00,Equity/ETF,,-29812.7,29812.7,,,TRIB14396,Margin,
08:47:42,MYSZ,B,9.74,3033,SMRT,AUTO,0,0.00,Equity/ETF,,-29541.4,29541.4,,,TRIB14396,Margin,
08:47:50,MYSZ,S,9.76,3254,SMRT,AUTO,0,227.67,Equity/ETF,,32442,31759,,,TRIB14396,Margin,
08:47:51,MYSZ,S,9.82,1627,SMRT,AUTO,0,211.45,Equity/ETF,,16611.5,15977.1,,,TRIB14396,Margin,
08:47:52,MYSZ,S,9.84,814,SMRT,AUTO,0,122.07,Equity/ETF,,8375.97,8009.76,,,TRIB14396,Margin,
08:47:53,MYSZ,S,9.91,407,SMRT,AUTO,0,89.53,Equity/ETF,,4301.95,4033.37,,,TRIB14396,Margin,
08:47:59,MYSZ,S,9.86,407,SMRT,AUTO,0,69.18,Equity/ETF,,4220.55,4013.02,,,TRIB14396,Margin,
08:48:28,MYSZ,B,9.98,2976,SMRT,AUTO,0,0.00,Equity/ETF,,-29700.5,29700.5,,,TRIB14396,Margin,
08:48:30,MYSZ,S,10.1,1488,SMRT,AUTO,0,178.56,Equity/ETF,,15564.5,15028.8,,,TRIB14396,Margin,
08:48:42,MYSZ,S,9.76,1488,SMRT,AUTO,0,-327.36,Equity/ETF,,13540.8,14522.9,,,TRIB14396,Margin,
08:49:18,MYSZ,B,10.34,2857,SMRT,AUTO,0,0.00,Equity/ETF,,-29541.4,29541.4,,,TRIB14396,Margin,
08:49:37,MYSZ,S,10.58,1428,SMRT,AUTO,0,342.72,Equity/ETF,,16136.4,15108.2,,,TRIB14396,Margin,
08:49:44,MYSZ,S,10.6,714,SMRT,AUTO,0,185.64,Equity/ETF,,8125.32,7568.4,,,TRIB14396,Margin,
08:49:52,MYSZ,B,10.41,2851,SMRT,AUTO,0,0.00,Equity/ETF,,-29678.9,29678.9,,,TRIB14396,Margin,
08:50:12,MYSZ,S,10.25,3566,SMRT,AUTO,0,-520.51,Equity/ETF,,34990,36551.5,,,TRIB14396,Margin,
08:50:20,MYSZ,B,10.1,2941,SMRT,AUTO,0,0.00,Equity/ETF,,-29704.1,29704.1,,,TRIB14396,Margin,
08:50:41,MYSZ,S,10.18,2941,SMRT,AUTO,0,235.28,Equity/ETF,,30645.2,29939.4,,,TRIB14396,Margin,
