Time,Symbol,Side,Price,Qty,Route,Broker,Account,Type,Cloid,Liq,ECNFee,P / L,SecType,LiqType,BP,Value,P/L R,
12:10:29,GLYC,S,0.5917,2283,SMRT,,TRIB14396,Margin,AUTO,-,0,114.61,Equity/ETF,,5403.4,1350.85,,
12:10:20,GLYC,S,0.601,2282,SMRT,,TRIB14396,Margin,AUTO,-,0,135.78,Equity/ETF,,5485.93,1371.48,,
12:10:20,GLYC,S,0.6019,4565,SMRT,,TRIB14396,Margin,AUTO,-,0,275.73,Equity/ETF,,10990.7,2747.67,,
12:10:19,GLYC,S,0.6,9130,SMRT,,TRIB14396,Margin,AUTO,-,0,534.11,Equity/ETF,,21912,5478,,
12:10:02,GLYC,B,0.5415,18260,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-39551.2,9887.79,,
11:05:12,BKYI,S,1.29,17638,SMRT,,TRIB14396,Margin,AUTO,-,0,4656.96,Equity/ETF,,91012.1,22753,,
06:46:04,BKYI,B,1.01,3554,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-14358.2,3589.54,,
06:44:45,BKYI,B,1.03,14084,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-58026.1,14506.5,,
