Time,Symbol,Side,Price,Qty,Route,Broker,Account,Type,Cloid,Liq,ECNFee,P / L,SecType,LiqType,BP,Value,P/L R,
15:42:18,GNPX,B,3.54,10000,SMAT,,TRIB14396,Margin,AUTO,-,0,1900.00,Equity/ETF,,156800,35400,,
08:07:16,SOBR,S,13.94,2670,SMRT,,TRIB14396,Margin,AUTO,-,0,-2169.76,Equity/ETF,,30710.5,37219.8,,
10:25:03,PHUN,S,11.62,2628,SMRT,,TRIB14396,Margin,AUTO,-,0,-1418.88,Equity/ETF,,26280.7,30537.4,,
12:13:05,PHUN,B,13.11,2111,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-27675.2,27675.2,,
08:06:49,SOBR,S,14.86,2670,SMRT,,TRIB14396,Margin,AUTO,-,0,286.64,Equity/ETF,,40536.1,39676.2,,
15:24:36,GNPX,S,3.9,6000,SMRT,,TRIB14396,Margin,AUTO,+,0,-120.00,Equity/ETF,,93600,23400,,
07:48:46,HYZN,S,3.3,5545,SMRT,,TRIB14396,Margin,AUTO,-,0,-55.45,Equity/ETF,,18132.1,18298.5,,
07:48:28,HYZN,B,3.31,5545,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-18353.9,18354,,
08:06:28,SOBR,B,14.69,1786,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-26236.3,26236.3,,
07:47:05,HYZN,S,3.35,30,SMRT,,TRIB14396,Margin,AUTO,-,0,-2.40,Equity/ETF,,93.3,100.5,,
15:39:07,GNPX,SS,3.7,5000,SMAT,,TRIB14396,Short,AUTO,-,0,0.00,Equity/ETF,,-74000,18500,,
08:06:02,SOBR,B,15.08,1741,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-26254.3,26254.3,,
15:24:02,GNPX,B,3.92,6000,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-94080,23520,,
08:05:56,SOBR,B,14.5,1813,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-26288.5,26288.5,,
08:26:16,HYZN,S,3.9,1250,SMRT,,TRIB14396,Margin,AUTO,-,0,-12.08,Equity/ETF,,4838.76,4875,,
08:26:15,HYZN,S,3.91,1250,SMRT,,TRIB14396,Margin,AUTO,-,0,0.42,Equity/ETF,,4888.76,4887.5,,
08:26:13,HYZN,S,3.94,2500,SMRT,,TRIB14396,Margin,AUTO,-,0,75.84,Equity/ETF,,10077.5,9850,,
08:26:09,HYZN,S,3.99,5000,SMRT,,TRIB14396,Margin,AUTO,+,0,401.68,Equity/ETF,,21155,19950,,
07:46:12,HYZN,B,3.43,30,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-102.9,102.9,,
12:11:45,PHUN,S,13.15,806,SMRT,,TRIB14396,Margin,AUTO,-,0,236.89,Equity/ETF,,11309.6,10598.9,,
10:33:28,PHUN,SS,11.5,5000,SMAT,,TRIB14396,Short,AUTO,-,0,0.00,Equity/ETF,,-57500,57500,,
15:23:10,GNPX,S,3.83,6085,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,93222.2,23305.5,,
15:23:00,GNPX,B,3.83,6085,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-93222.2,23305.5,,
12:11:29,PHUN,S,13.18,806,SMRT,,TRIB14396,Margin,AUTO,+,0,261.07,Equity/ETF,,11406.3,10623.1,,
08:26:00,HYZN,B,3.95,4958,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-19584.1,19584.1,,
15:22:56,GNPX,S,3.86,1550,SMRT,,TRIB14396,Margin,AUTO,-,0,170.50,Equity/ETF,,23932,5983,,
15:22:54,GNPX,S,3.8,1549,SMRT,,TRIB14396,Margin,AUTO,+,0,77.45,Equity/ETF,,23544.8,5886.2,,
15:22:52,GNPX,S,3.86,3099,SMRT,,TRIB14396,Margin,AUTO,-,0,340.89,Equity/ETF,,47848.6,11962.1,,
08:25:48,HYZN,B,3.87,5042,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-19512.5,19512.5,,
15:22:48,GNPX,B,3.75,6198,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-92970,23242.5,,
15:22:35,GNPX,S,3.78,1964,SMRT,,TRIB14396,Margin,AUTO,-,0,2081.84,Equity/ETF,,29695.7,7423.92,,
15:22:35,GNPX,S,3.81,1963,SMRT,,TRIB14396,Margin,AUTO,+,0,2139.67,Equity/ETF,,29916.1,7479.03,,
12:11:07,PHUN,S,13.06,1612,SMRT,,TRIB14396,Margin,AUTO,-,0,328.70,Equity/ETF,,22038.8,21052.7,,
15:36:43,GNPX,SS,3.76,5000,SMRT,,TRIB14396,Short,AUTO,-,0,0.00,Equity/ETF,,-75200,18800,,
15:36:34,GNPX,S,3.75,6085,SMRT,,TRIB14396,Margin,AUTO,-,0,-547.65,Equity/ETF,,91275,22818.8,,
12:10:55,PHUN,S,13.07,3224,SMRT,,TRIB14396,Margin,AUTO,+,0,689.64,Equity/ETF,,44206.6,42137.7,,
15:22:15,GNPX,S,3.6,3926,SMRT,,TRIB14396,Margin,AUTO,-,0,3454.88,Equity/ETF,,56534.4,14133.6,,
08:04:59,ASST,S,1.06,9036,SMRT,,TRIB14396,Margin,AUTO,-,0,-1445.76,Equity/ETF,,38312.6,9578.16,,
07:43:09,HYZN,S,3.36,5454,SMRT,,TRIB14396,Margin,AUTO,-,0,-218.16,Equity/ETF,,17671,18325.4,,
12:10:41,PHUN,B,12.93,2136,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-27618.5,27618.5,,
07:42:37,HYZN,B,3.4,5454,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-18543.6,18543.6,,
12:10:36,PHUN,B,12.9,2142,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-27631.8,27631.8,,
08:43:57,HIHO,S,2.64,11928,SMRT,,TRIB14396,Margin,AUTO,-,0,-3638.04,Equity/ETF,,20575.8,31489.9,,
12:10:27,PHUN,B,12.74,2170,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-27645.8,27645.8,,
08:43:44,HIHO,B,2.96,5964,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-17653.4,17653.4,,
08:43:43,HIHO,B,2.93,5964,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-17474.5,17474.5,,
08:43:38,HIHO,S,2.93,16956,SMRT,,TRIB14396,Margin,AUTO,-,0,-4537.36,Equity/ETF,,36069,49681.1,,
08:22:40,PHUN,S,9.38,5221,SMRT,,TRIB14396,Margin,AUTO,-,0,-51.45,Equity/ETF,,48818.6,48973,,
15:35:28,GNPX,B,3.84,6085,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-93465.6,23366.4,,
08:03:37,ASST,B,1.22,9036,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-44095.7,11023.9,,
08:22:07,PHUN,B,9.43,2601,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-24527.4,24527.4,,
08:43:25,HIHO,B,3.36,5484,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-18426.2,18426.2,,
08:03:23,ASST,S,1.13,8849,SMRT,,TRIB14396,Margin,AUTO,-,0,-1415.84,Equity/ETF,,39997.5,9999.37,,
08:21:54,PHUN,B,9.35,2620,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-24497,24497,,
08:21:42,PHUN,S,9.27,2631,SMRT,,TRIB14396,Margin,AUTO,-,0,-78.93,Equity/ETF,,24152.6,24389.4,,
04:39:12,TCBP,S,4.08,4746,SMRT,,TRIB14396,Margin,AUTO,-,0,-759.36,Equity/ETF,,17085.6,19363.7,,
06:39:00,GNPX,S,3.77,5110,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,19264.7,19264.7,,
04:39:03,TCBP,B,4.24,4746,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-20123,20123,,
08:21:21,PHUN,B,9.3,2631,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-24468.3,24468.3,,
08:02:51,ASST,B,1.29,8849,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-45660.8,11415.2,,
06:38:42,GNPX,B,3.77,5110,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-19264.7,19264.7,,
08:43:06,HIHO,B,3.11,5758,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-17907.4,17907.4,,
06:37:36,GNPX,S,3.71,5172,SMRT,,TRIB14396,Margin,AUTO,-,0,51.72,Equity/ETF,,19343.3,19188.1,,
08:42:54,HIHO,B,3.13,5714,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-17884.8,17884.8,,
15:34:36,GNPX,B,3.83,5000,SMAT,,TRIB14396,Margin,AUTO,-,0,-900.00,Equity/ETF,,69400,19150,,
12:09:53,PHUN,S,12.72,3802,SMRT,,TRIB14396,Margin,AUTO,-,0,76.04,Equity/ETF,,48589.6,48361.4,,
08:42:42,SNOA,S,3,25499,SMRT,,TRIB14396,Margin,AUTO,-,0,-4942.99,Equity/ETF,,61668,76497,,
06:37:18,GNPX,B,3.7,5172,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-19136.4,19136.4,,
12:09:35,CHSN,B,11.1,5000,SMAT,,TRIB14396,Margin,AUTO,-,0,7100.00,Equity/ETF,,91000,55500,,
10:32:17,PHUN,S,11.6,4367,SMRT,,TRIB14396,Margin,AUTO,-,0,-152.84,Equity/ETF,,50198.7,50657.2,,
15:33:33,GNPX,SS,3.65,5000,SMAT,,TRIB14396,Short,AUTO,-,0,0.00,Equity/ETF,,-73000,18250,,
08:41:34,SNOA,B,3.06,2906,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-8892.36,8892.36,,
10:20:29,PHUN,B,12.08,528,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-6378.24,6378.24,,
12:09:03,PHUN,B,12.7,543,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-6896.1,6896.1,,
12:09:02,PHUN,B,12.7,1086,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-13792.2,13792.2,,
12:08:54,PHUN,B,12.7,2173,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-27597.1,27597.1,,
15:50:48,GNPX,S,3.68,9426,SMRT,,TRIB14396,Margin,AUTO,-,0,125.64,Equity/ETF,,138751,34687.7,,
15:50:35,GNPX,B,3.67,1572,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-23077,5769.24,,
15:50:35,GNPX,B,3.67,1572,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-23077,5769.24,,
15:50:35,GNPX,B,3.67,3144,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-46153.9,11538.5,,
15:50:35,GNPX,B,3.66,3138,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-45940.3,11485.1,,
15:50:32,GNPX,S,3.72,10763,SMRT,,TRIB14396,Margin,AUTO,-,0,-552.25,Equity/ETF,,160153,40038.4,,
10:27:18,PHUN,S,11.87,2123,SMRT,,TRIB14396,Margin,AUTO,-,0,-339.68,Equity/ETF,,24181,25200,,
08:38:21,SNOA,B,3.05,5825,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-17766.2,17766.2,,
10:31:45,PHUN,B,11.63,2184,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-25399.9,25399.9,,
08:37:44,SNOA,B,3.17,5692,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-18043.6,18043.6,,
08:37:29,SNOA,B,3.19,5671,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-18090.5,18090.5,,
08:37:01,SNOA,B,3.45,5405,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-18647.2,18647.2,,
15:32:09,GNPX,S,3.77,9343,SMRT,,TRIB14396,Margin,AUTO,-,0,503.50,Equity/ETF,,140892,35223.1,,
10:31:42,PHUN,B,11.64,2183,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-25410.1,25410.1,,
10:20:17,PHUN,B,12.18,2100,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-25578,25578,,
10:36:45,CHSN,SS,12.52,5000,SMRT,,TRIB14396,Short,AUTO,+,0,0.00,Equity/ETF,,-62600,62600,,
15:50:07,GNPX,B,3.75,3080,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-46200,11550,,
15:50:07,GNPX,B,3.75,3092,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-46380,11595,,
