Time,Symbol,Side,Price,Qty,Route,Broker,Account,Type,Cloid,Liq,ECNFee,P / L,SecType,LiqType,Value,P/L R,
15:58:12,DATS,S,9.02,11,ARCA,ARCX,14540,Margin,V2501070063467,-,0,1.43,Equity/ETF,RBD,99.22,,
15:57:50,DATS,B,8.89,11,ARCA,ARCX,14540,Margin,V2501070063414,-,0,0.00,Equity/ETF,RR,97.79,,
15:54:12,DATS,S,8.06,6,ARCA,ARCX,14540,Margin,V2501070063062,-,0,-0.02,Equity/ETF,RBD,48.36,,
15:53:58,DATS,S,8.08,6,ARCA,ARCX,14540,Margin,V2501070063042,-,0,0.10,Equity/ETF,RR,48.48,,
15:53:56,DATS,S,8.05,11,ARCA,ARCX,14540,Margin,V2501070063036,-,0,-0.14,Equity/ETF,RR,88.55,,
15:53:45,DATS,B,8.24,10,ARCA,ARCX,14540,Margin,V2501070063012,-,0,0.00,Equity/ETF,RR,82.4,,
15:53:45,DATS,B,8.24,1,ARCA,ARCX,14540,Margin,V2501070063012,-,0,0.00,Equity/ETF,RR,8.24,,
15:53:07,DATS,B,7.9,12,ARCA,ARCX,14540,Margin,V2501070062945,-,0,0.00,Equity/ETF,RR,94.8,,
15:52:43,DATS,S,7.85,12,ARCA,ARCX,14540,Margin,V2501070062914,-,0,0.12,Equity/ETF,ARE,94.2,,
15:52:30,DATS,B,7.84,12,ARCA,ARCX,14540,Margin,V2501070062886,-,0,0.00,Equity/ETF,RBD,94.08,,
06:22:35,MSAI,S,3.93,13,ARCA,ARCX,14540,Margin,V2501070008507,-,0,0.39,Equity/ETF,RR,51.09,,
04:10:50,DATS,S,2.72,34,ARCA,ARCX,14540,Margin,V2501070000942,-,0,-3.40,Equity/ETF,X,92.48,,
07:27:51,IMRX,S,3.54,1,ARCA,ARCX,14540,Margin,V2501070014831,-,0,-0.01,Equity/ETF,X,3.54,,
07:27:51,IMRX,S,3.54,12,ARCA,ARCX,14540,Margin,V2501070014831,-,0,-0.06,Equity/ETF,RR,42.48,,
04:10:45,DATS,B,2.82,34,ARCA,ARCX,14540,Margin,V2501070000933,-,0,0.00,Equity/ETF,RR,95.88,,
07:57:16,IMRX,B,5.18,12,ARCA,ARCX,14540,Margin,V2501070018100,-,0,0.00,Equity/ETF,RR,62.16,,
07:57:16,IMRX,B,5.18,6,ARCA,ARCX,14540,Margin,V2501070018100,-,0,0.00,Equity/ETF,RR,31.08,,
07:04:09,IMRX,S,3.24,30,ARCA,ARCX,14540,Margin,V2501070012613,-,0,1.05,Equity/ETF,RR,97.2,,
06:22:07,MSAI,S,3.94,12,ARCA,ARCX,14540,Margin,V2501070008450,-,0,0.48,Equity/ETF,ARE,47.28,,
06:22:05,MSAI,S,3.94,25,ARCA,ARCX,14540,Margin,V2501070008446,-,0,1.00,Equity/ETF,ARE,98.5,,
06:41:37,MSAI,B,5,19,ARCA,ARCX,14540,Margin,V2501070010362,-,0,0.00,Equity/ETF,RR,95,,
07:04:03,IMRX,B,3.23,30,ARCA,ARCX,14540,Margin,V2501070012589,-,0,0.00,Equity/ETF,RBD,96.9,,
08:40:56,IMRX,S,4.59,11,ARCA,ARCX,14540,Margin,V2501070021853,-,0,0.44,Equity/ETF,RR,50.49,,
08:40:55,IMRX,S,4.59,10,ARCA,ARCX,14540,Margin,V2501070021850,-,0,0.40,Equity/ETF,RR,45.9,,
07:27:13,IMRX,B,3.545,13,ARCA,ARCX,14540,Margin,V2501070014770,-,0,0.00,Equity/ETF,RBD,46.085,,
07:03:56,IMRX,B,3.18,28,ARCA,ARCX,14540,Margin,V2501070012571,-,0,0.00,Equity/ETF,RBD,89.04,,
07:03:56,IMRX,B,3.18,2,ARCA,ARCX,14540,Margin,V2501070012571,-,0,0.00,Equity/ETF,RBD,6.36,,
04:09:58,DATS,S,2.79,68,ARCA,ARCX,14540,Margin,V2501070000876,-,0,-0.17,Equity/ETF,ARE,189.72,,
07:03:49,IMRX,S,3,17,ARCA,ARCX,14540,Margin,V2501070012554,-,0,2.04,Equity/ETF,RR,51,,
06:21:39,MSAI,B,3.91,24,ARCA,ARCX,14540,Margin,V2501070008402,-,0,0.00,Equity/ETF,RR,93.84,,
06:21:39,MSAI,B,3.9,1,ARCA,ARCX,14540,Margin,V2501070008402,-,0,0.00,Equity/ETF,RBD,3.9,,
07:56:50,IMRX,S,5.24,10,ARCA,ARCX,14540,Margin,V2501070018027,-,0,0.90,Equity/ETF,ARE,52.4,,
07:03:39,IMRX,S,2.96,17,ARCA,ARCX,14540,Margin,V2501070012517,-,0,1.36,Equity/ETF,ARE,50.32,,
04:09:32,DATS,B,2.8,34,ARCA,ARCX,14540,Margin,V2501070000835,-,0,0.00,Equity/ETF,RR,95.2,,
04:09:22,DATS,B,2.785,34,ARCA,ARCX,14540,Margin,V2501070000827,-,0,0.00,Equity/ETF,RBD,94.69,,
06:21:28,MSAI,B,3.89,25,ARCA,ARCX,14540,Margin,V2501070008382,-,0,0.00,Equity/ETF,RR,97.25,,
12:50:29,DATS,S,3.88,11,ARCA,ARCX,14540,Margin,V2501070049162,-,0,-2.75,Equity/ETF,RR,42.68,,
04:09:05,DATS,S,2.74,34,ARCA,ARCX,14540,Margin,V2501070000807,-,0,-0.68,Equity/ETF,RR,93.16,,
07:03:32,IMRX,B,2.88,34,ARCA,ARCX,14540,Margin,V2501070012504,-,0,0.00,Equity/ETF,RR,97.92,,
08:40:35,IMRX,B,4.55,8,ARCA,ARCX,14540,Margin,V2501070021807,-,0,0.00,Equity/ETF,RR,36.4,,
08:40:35,IMRX,B,4.55,13,ARCA,ARCX,14540,Margin,V2501070021807,-,0,0.00,Equity/ETF,RR,59.15,,
04:08:58,DATS,B,2.76,34,ARCA,ARCX,14540,Margin,V2501070000802,-,0,0.00,Equity/ETF,X,93.84,,
07:56:46,IMRX,S,5.21,9,ARCA,ARCX,14540,Margin,V2501070018017,-,0,0.54,Equity/ETF,ARE,46.89,,
09:02:20,HOTH,S,1.75,26,ARCA,ARCX,14540,Margin,V2501070023637,-,0,-0.78,Equity/ETF,XN,45.5,,
06:32:08,MSAI,S,4.39,7,ARCA,ARCX,14540,Margin,V2501070009348,-,0,0.14,Equity/ETF,ARE,30.73,,
06:32:08,MSAI,S,4.39,7,ARCA,ARCX,14540,Margin,V2501070009347,-,0,0.14,Equity/ETF,ARE,30.73,,
09:02:12,HOTH,B,1.78,26,ARCA,ARCX,14540,Margin,V2501070023622,-,0,0.00,Equity/ETF,RR,46.28,,
06:21:04,MSAI,S,3.71,7,ARCA,ARCX,14540,Margin,V2501070008323,-,0,0.42,Equity/ETF,RR,25.97,,
06:31:57,MSAI,S,4.42,14,ARCA,ARCX,14540,Margin,V2501070009332,-,0,0.70,Equity/ETF,RBD,61.88,,
06:20:47,MSAI,S,3.73,6,ARCA,ARCX,14540,Margin,V2501070008288,-,0,0.48,Equity/ETF,ARE,22.38,,
06:31:40,MSAI,B,4.4,22,ARCA,ARCX,14540,Margin,V2501070009310,-,0,-0.00,Equity/ETF,RR,96.8,,
06:31:27,MSAI,S,4.36,5,ARCA,ARCX,14540,Margin,V2501070009297,-,0,0.50,Equity/ETF,ARE,21.8,,
08:39:53,HOTH,S,1.75,50,ARCA,ARCX,14540,Margin,V2501070021721,-,0,-1.25,Equity/ETF,RR,87.5,,
08:39:53,HOTH,S,1.76,3,ARCA,ARCX,14540,Margin,V2501070021721,-,0,-0.05,Equity/ETF,RBD,5.28,,
