Time,Symbol,Side,Price,Qty,Route,Broker,Account,Type,Cloid,Liq,ECNFee,P / L,SecType,LiqType,BP,Value,P/L R,
05:56:15,BJDX,B,5.43,5424,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29452.3,29452.3,,
05:56:21,BJDX,S,5.33,5424,SMRT,,TRIB14396,Margin,AUTO,-,0,-542.40,Equity/ETF,,27282.7,28909.9,,
05:56:25,BJDX,B,5.53,5328,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29463.8,29463.8,,
05:56:33,BJDX,S,5.92,2664,SMRT,,TRIB14396,Margin,AUTO,+,0,1038.96,Equity/ETF,,18887.8,15770.9,,
05:56:33,BJDX,S,5.78,1332,SMRT,,TRIB14396,Margin,AUTO,-,0,333.00,Equity/ETF,,8697.96,7698.96,,
05:56:50,BJDX,S,5.67,1332,SMRT,,TRIB14396,Margin,AUTO,-,0,186.48,Equity/ETF,,8111.88,7552.44,,
05:57:24,BJDX,B,5.9,5000,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29500,29500,,
05:57:54,BJDX,S,5.73,5000,SMRT,,TRIB14396,Margin,AUTO,-,0,-850.00,Equity/ETF,,26100,28650,,
05:58:56,BJDX,B,5.7,5172,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29480.4,29480.4,,
05:59:09,BJDX,S,5.96,2586,SMRT,,TRIB14396,Margin,AUTO,-,0,672.36,Equity/ETF,,17429.6,15412.6,,
05:59:22,BJDX,B,6.08,4854,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29512.3,29512.3,,
05:59:25,BJDX,S,6.11,3720,SMRT,,TRIB14396,Margin,AUTO,-,0,602.94,Equity/ETF,,24538,22729.2,,
05:59:29,BJDX,B,6.18,4777,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29521.9,29521.9,,
05:59:44,BJDX,S,6.2,4248,SMRT,,TRIB14396,Margin,AUTO,-,0,516.58,Equity/ETF,,27887.3,26337.6,,
05:59:53,BJDX,B,6.41,4587,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29402.7,29402.7,,
06:00:09,BJDX,S,6.25,4418,SMRT,,TRIB14396,Margin,AUTO,-,0,-2.38,Equity/ETF,,27605.3,27612.5,,
06:00:14,BJDX,S,6.26,4418,SMRT,,TRIB14396,Margin,AUTO,-,0,41.80,Equity/ETF,,27782.1,27656.7,,
06:00:20,BJDX,B,6.54,4518,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29547.7,29547.7,,
06:00:32,BJDX,B,6.49,4552,SMRT,,TRIB14396,Margin,AUTO,-,0,-0.00,Equity/ETF,,-29542.5,29542.5,,
06:00:42,BJDX,B,6.62,4464,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29551.7,29551.7,,
06:00:47,BJDX,S,6.73,6767,SMRT,,TRIB14396,Margin,AUTO,-,0,1220.97,Equity/ETF,,49204.8,45541.9,,
06:00:51,BJDX,S,6.94,3383,SMRT,,TRIB14396,Margin,AUTO,-,0,1320.82,Equity/ETF,,27440.5,23478,,
06:00:53,BJDX,S,6.87,1692,SMRT,,TRIB14396,Margin,AUTO,-,0,542.17,Equity/ETF,,13250.5,11624,,
06:00:57,BJDX,B,6.7,4431,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29687.7,29687.7,,
06:01:36,BJDX,B,6.56,4504,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29546.2,29546.2,,
06:01:55,BJDX,S,6.36,10627,SMRT,,TRIB14396,Margin,AUTO,-,0,-2728.09,Equity/ETF,,59403.4,67587.7,,
06:45:48,BJDX,B,5.67,5263,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29841.2,29841.2,,
06:46:08,BJDX,S,5.36,5263,SMRT,,TRIB14396,Margin,AUTO,-,0,-1631.53,Equity/ETF,,23315.1,28209.7,,
06:46:43,BJDX,B,5.7,5199,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29634.3,29634.3,,
06:46:58,BJDX,S,5.81,2599,SMRT,,TRIB14396,Margin,AUTO,-,0,285.89,Equity/ETF,,15957.9,15100.2,,
06:47:06,BJDX,S,5.83,2600,SMRT,,TRIB14396,Margin,AUTO,-,0,338.00,Equity/ETF,,16172,15158,,
06:52:20,PRFX,B,7.14,4132,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29502.5,29502.5,,
06:53:45,PRFX,S,6.87,4132,SMRT,,TRIB14396,Margin,AUTO,-,0,-1115.64,Equity/ETF,,25039.9,28386.8,,
06:54:37,PRFX,B,6.69,4411,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29509.6,29509.6,,
06:56:12,PRFX,S,6.74,4411,SMRT,,TRIB14396,Margin,AUTO,-,0,220.55,Equity/ETF,,30391.8,29730.1,,
06:58:41,BJDX,B,6.4,4622,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29580.8,29580.8,,
06:59:04,BJDX,S,6.63,2311,SMRT,,TRIB14396,Margin,AUTO,+,0,531.53,Equity/ETF,,16916.5,15321.9,,
06:59:10,BJDX,S,6.48,2311,SMRT,,TRIB14396,Margin,AUTO,-,0,184.88,Equity/ETF,,15529.9,14975.3,,
06:59:45,BJDX,B,7.68,3875,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29760,29760,,
07:00:01,BJDX,S,7.8,3875,SMRT,,TRIB14396,Margin,AUTO,-,0,465.00,Equity/ETF,,31620,30225,,
07:06:37,SISI,B,3.8,7832,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29761.6,29761.6,,
07:06:45,SISI,S,3.3,7832,SMRT,,TRIB14396,Margin,AUTO,-,0,-3916.00,Equity/ETF,,14097.6,25845.6,,
07:07:00,SISI,B,3.53,8287,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29253.1,29253.1,,
07:07:04,SISI,S,3.36,8287,SMRT,,TRIB14396,Margin,AUTO,-,0,-1408.79,Equity/ETF,,23618,27844.3,,
07:08:50,BJDX,B,8.31,3584,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29783,29783,,
07:08:54,BJDX,B,8.3,3571,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29639.3,29639.3,,
07:09:50,BJDX,B,8.8,3382,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29761.6,29761.6,,
07:09:55,BJDX,S,8.8,5268,SMRT,,TRIB14396,Margin,AUTO,-,0,1770.66,Equity/ETF,,51670.4,46358.4,,
07:09:56,BJDX,S,8.79,2634,SMRT,,TRIB14396,Margin,AUTO,-,0,858.99,Equity/ETF,,25729.8,23152.9,,
07:10:06,BJDX,S,9.18,1317,SMRT,,TRIB14396,Margin,AUTO,-,0,943.13,Equity/ETF,,14919.4,12090.1,,
07:11:04,BJDX,S,8.66,1318,SMRT,,TRIB14396,Margin,AUTO,-,0,258.48,Equity/ETF,,12189.3,11413.9,,
07:15:04,TARA,B,4.49,6493,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29153.6,29153.6,,
07:15:10,TARA,S,4.35,6493,SMRT,,TRIB14396,Margin,AUTO,-,0,-909.02,Equity/ETF,,25517.5,28244.5,,
07:15:40,TARA,B,4.35,6741,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29323.3,29323.3,,
07:16:13,TARA,S,4.25,6741,SMRT,,TRIB14396,Margin,AUTO,-,0,-674.10,Equity/ETF,,26626.9,28649.2,,
07:29:01,BJDX,B,8,3703,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29624,29624,,
07:29:18,BJDX,S,8.11,3703,SMRT,,TRIB14396,Margin,AUTO,-,0,407.33,Equity/ETF,,31253.3,30031.3,,
08:04:02,RKDA,B,5.28,5649,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29826.7,29826.7,,
08:04:09,RKDA,S,5.74,2824,SMRT,,TRIB14396,Margin,AUTO,+,0,1299.04,Equity/ETF,,20106.9,16209.8,,
08:04:09,RKDA,S,5.89,1412,SMRT,,TRIB14396,Margin,AUTO,-,0,861.32,Equity/ETF,,10900.6,8316.68,,
08:04:19,RKDA,S,5.59,1413,SMRT,,TRIB14396,Margin,AUTO,-,0,438.03,Equity/ETF,,9212.76,7898.67,,
08:11:54,RKDA,B,6.14,4784,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29373.8,29373.8,,
08:11:57,RKDA,B,6.31,4651,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29347.8,29347.8,,
08:12:01,RKDA,S,6.43,4717,SMRT,,TRIB14396,Margin,AUTO,-,0,972.64,Equity/ETF,,33248.2,30330.3,,
08:12:03,RKDA,S,6.41,2359,SMRT,,TRIB14396,Margin,AUTO,-,0,439.24,Equity/ETF,,16438.9,15121.2,,
08:12:06,RKDA,S,6.7,1179,SMRT,,TRIB14396,Margin,AUTO,+,0,561.44,Equity/ETF,,9583.61,7899.3,,
08:12:24,RKDA,B,6.91,4249,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-29360.6,29360.6,,
08:12:35,RKDA,S,7.04,2714,SMRT,,TRIB14396,Margin,AUTO,-,0,757.60,Equity/ETF,,21379.4,19106.6,,
