Time,Symbol,Side,Price,Qty,Route,Broker,Account,Type,Cloid,Liq,ECNFee,P / L,SecType,LiqType,BP,Value,P/L R,
06:46:16,SLXN,B,0.5559,11284,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-25091.1,6272.78,,
06:50:35,SLXN,B,0.5303,2851,SMRT,,TRIB14396,Margin,AUTO,-,0,-0.00,Equity/ETF,,-6047.54,1511.89,,
06:55:29,SLXN,S,0.4802,14135,SMRT,,TRIB14396,Margin,AUTO,-,0,-997.03,Equity/ETF,,27150.5,6787.63,,
06:57:09,SLXN,B,0.4972,11550,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-22970.6,5742.66,,
06:59:13,SLXN,S,0.4841,11550,SMRT,,TRIB14396,Margin,AUTO,-,0,-151.31,Equity/ETF,,22365.4,5591.35,,
07:01:17,QSI,B,0.8586,10139,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-34821.4,8705.35,,
07:01:37,QSI,S,0.8143,10139,SMRT,,TRIB14396,Margin,AUTO,-,0,-449.16,Equity/ETF,,33024.8,8256.19,,
07:02:01,QSI,B,0.92,9933,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-36553.4,9138.36,,
07:02:26,QSI,B,0.93,4950,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-18414,4603.5,,
07:02:38,QSI,S,0.9854,7441,SMRT,,TRIB14396,Margin,AUTO,+,0,461.89,Equity/ETF,,29329.4,7332.36,,
07:02:50,QSI,S,0.95,3721,SMRT,,TRIB14396,Margin,AUTO,-,0,99.25,Equity/ETF,,14139.8,3534.95,,
07:02:51,QSI,S,0.9736,1860,SMRT,,TRIB14396,Margin,AUTO,-,0,93.51,Equity/ETF,,7243.58,1810.9,,
07:03:03,QSI,S,0.9831,1861,SMRT,,TRIB14396,Margin,AUTO,-,0,111.24,Equity/ETF,,7318.2,1829.55,,
07:03:32,QSI,B,1.02,9615,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-39229.2,9807.3,,
07:10:14,QSI,S,0.9939,9615,SMRT,,TRIB14396,Margin,AUTO,-,0,-250.95,Equity/ETF,,38225.4,9556.35,,
07:15:44,QSI,B,1.07,9463,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-40501.6,10125.4,,
07:17:12,QSI,B,1.01,4807,SMRT,,TRIB14396,Margin,AUTO,+,0,0.00,Equity/ETF,,-19420.3,4855.07,,
07:20:18,QSI,S,1.07,7135,SMRT,,TRIB14396,Margin,AUTO,-,0,144.21,Equity/ETF,,30537.8,7634.45,,
07:20:39,QSI,S,1.07,3567,SMRT,,TRIB14396,Margin,AUTO,-,0,72.09,Equity/ETF,,15266.8,3816.69,,
07:20:48,QSI,S,1.06,3568,SMRT,,TRIB14396,Margin,AUTO,-,0,36.44,Equity/ETF,,15128.3,3782.08,,
08:15:05,SPAI,B,2.76,6172,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-68138.9,17034.7,,
08:15:52,SPAI,S,2.5,6172,SMRT,,TRIB14396,Margin,AUTO,-,0,-1604.72,Equity/ETF,,61720,15430,,
08:16:11,SPAI,B,2.7,6250,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-67500,16875,,
08:16:30,SPAI,S,3,3125,SMRT,,TRIB14396,Margin,AUTO,-,0,937.50,Equity/ETF,,37500,9375,,
08:17:03,SPAI,S,2.84,3125,SMRT,,TRIB14396,Margin,AUTO,-,0,437.50,Equity/ETF,,35500,8875,,
08:17:16,SPAI,B,3.07,5836,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-17916.5,17916.5,,
08:17:18,SPAI,S,3.06,2918,SMRT,,TRIB14396,Margin,AUTO,-,0,-29.18,Equity/ETF,,8841.54,8929.08,,
08:17:20,SPAI,S,3.22,1459,SMRT,,TRIB14396,Margin,AUTO,-,0,218.85,Equity/ETF,,5354.53,4697.98,,
08:17:22,SPAI,S,3.21,1459,SMRT,,TRIB14396,Margin,AUTO,-,0,204.26,Equity/ETF,,5296.17,4683.39,,
08:39:01,SPAI,B,3.12,5747,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-17930.6,17930.6,,
08:42:38,SPAI,S,2.96,5747,SMRT,,TRIB14396,Margin,AUTO,-,0,-919.52,Equity/ETF,,14252.6,17011.1,,
08:43:16,SPAI,B,3.16,5681,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-17952,17952,,
08:43:47,SPAI,S,3,5681,SMRT,,TRIB14396,Margin,AUTO,-,0,-908.96,Equity/ETF,,14316.1,17043,,
08:44:17,SPAI,B,3.03,5859,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-17752.8,17752.8,,
08:45:45,SPAI,S,3,5859,SMRT,,TRIB14396,Margin,AUTO,-,0,-175.77,Equity/ETF,,17049.7,17577,,
08:47:14,SPAI,B,2.9,6000,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-69600,17400,,
08:48:04,SPAI,S,2.86,6000,SMRT,,TRIB14396,Margin,AUTO,-,0,-240.00,Equity/ETF,,68640,17160,,
08:49:10,QSI,B,1.53,8264,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-50575.7,12643.9,,
08:52:25,QSI,S,1.57,4132,SMRT,,TRIB14396,Margin,AUTO,+,0,165.28,Equity/ETF,,25949,6487.24,,
08:52:40,QSI,S,1.55,4132,SMRT,,TRIB14396,Margin,AUTO,-,0,82.64,Equity/ETF,,25618.4,6404.6,,
08:55:11,SPAI,B,2.88,6048,SMRT,,TRIB14396,Margin,AUTO,-,0,0.00,Equity/ETF,,-69673,17418.2,,
08:55:44,SPAI,S,2.94,3024,SMRT,,TRIB14396,Margin,AUTO,-,0,181.44,Equity/ETF,,35562.2,8890.56,,
08:58:09,SPAI,S,2.96,3024,SMRT,,TRIB14396,Margin,AUTO,-,0,241.92,Equity/ETF,,35804.2,8951.04,,
